                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                0.64702,                0.52453,                0.91665,                0.22973,                0.36875,                0.02805,                0.02315,                0.88596,                   77.7,                 1.1492,             0.00085321,             0.00085321,             0.00085321
                     34,                0.60661,                0.51539,                0.92459,                0.43449,                0.41151,                0.10955,                0.08773,                 1.0644,                 57.452,                 1.5182,             0.00085141,             0.00085141,             0.00085141
                     35,                0.58694,                0.47528,                0.91204,                0.50228,                0.43358,                0.19469,                0.17136,                0.80978,                  53.92,                 1.0849,             0.00084961,             0.00084961,             0.00084961
                     36,                 0.6083,                 0.4887,                 0.9125,                0.07179,                0.47042,                0.03706,                0.03323,                0.76974,                    inf,                 1.2036,             0.00084781,             0.00084781,             0.00084781
                     37,                0.57781,                0.45969,                0.89986,                0.20646,                0.60375,                0.17973,                0.15543,                0.82283,                    inf,                 1.4038,             0.00084601,             0.00084601,             0.00084601
                     38,                0.60208,                0.49202,                 0.9151,                0.29405,                0.68042,                 0.3009,                0.24087,                0.78048,                 65.221,                 1.3302,             0.00084421,             0.00084421,             0.00084421
                     39,                0.56872,                0.48685,                0.91088,                0.23012,                0.64775,                0.22627,                0.17242,                0.83797,                 33.693,                 1.1153,             0.00084241,             0.00084241,             0.00084241
                     40,                0.61585,                0.50168,                0.90713,                 0.5884,                0.28125,                0.14593,                0.14236,                0.99284,                 14.896,                 1.2161,             0.00084061,             0.00084061,             0.00084061
                     41,                0.59444,                0.50047,                0.92515,                0.59434,                  0.505,                0.42744,                0.36303,                0.93745,                 5.7844,                 1.1453,             0.00083881,             0.00083881,             0.00083881
                     42,                0.57973,                0.50214,                0.91242,                0.74415,                0.42641,                 0.4711,                0.39033,                0.93544,                 1.4616,                 1.1559,             0.00083701,             0.00083701,             0.00083701
                     43,                0.58368,                0.47313,                 0.9148,                0.98005,                0.38125,                0.42952,                0.39023,                0.91774,                 1.3077,                 1.2599,             0.00083521,             0.00083521,             0.00083521
                     44,                0.57272,                0.46381,                0.90226,                0.47496,                0.46598,                0.41627,                 0.3513,                 1.0105,                  1.449,                 1.1658,             0.00083341,             0.00083341,             0.00083341
                     45,                0.60349,                 0.4917,                0.90952,                0.82005,                0.62627,                0.68019,                0.56543,                 1.0891,                 0.8196,                 1.1036,             0.00083161,             0.00083161,             0.00083161
                     46,                0.56661,                0.43013,                0.90422,                0.76746,                0.81156,                 0.8835,                0.76101,                0.81519,                0.61107,                0.97382,             0.00082981,             0.00082981,             0.00082981
                     47,                0.53099,                0.42901,                0.90233,                 0.8404,                0.85716,                0.95317,                0.83305,                0.69349,                0.50212,                0.91816,             0.00082801,             0.00082801,             0.00082801
                     48,                0.60178,                0.46196,                0.89853,                0.67562,                0.54801,                0.54562,                0.46857,                 0.6486,                 1.0324,                0.91181,             0.00082621,             0.00082621,             0.00082621
                     49,                0.60558,                0.51046,                 0.9146,                0.82119,                0.57586,                0.72643,                0.64799,                0.54051,                0.89938,                0.86435,             0.00082441,             0.00082441,             0.00082441
                     50,                0.59285,                0.47635,                0.91214,                   0.87,                0.57264,                0.74529,                0.65717,                0.58384,                0.86206,                0.86512,             0.00082261,             0.00082261,             0.00082261
                     51,                0.58749,                0.49841,                0.91547,                0.79355,                0.67847,                0.68951,                0.56744,                0.59357,                0.84162,                0.88371,             0.00082081,             0.00082081,             0.00082081
                     52,                0.59685,                0.49056,                0.91259,                0.76594,                0.96942,                 0.9248,                0.82283,                0.59457,                0.58538,                0.87344,             0.00081901,             0.00081901,             0.00081901
                     53,                0.56166,                0.45655,                0.89575,                0.78182,                0.93588,                0.90743,                0.83123,                 0.4744,                0.58286,                0.83428,             0.00081721,             0.00081721,             0.00081721
                     54,                0.55969,                0.43695,                0.89666,                0.74108,                0.97172,                0.86671,                0.78731,                0.50719,                0.66415,                0.83735,             0.00081541,             0.00081541,             0.00081541
                     55,                0.58208,                0.48165,                0.91055,                 0.5937,                0.90849,                0.58134,                0.52508,                0.52717,                  3.793,                0.85313,             0.00081361,             0.00081361,             0.00081361
                     56,                0.58227,                0.46218,                0.91256,                0.57494,                0.87539,                0.70141,                0.63372,                0.59258,                 2.1697,                0.89679,             0.00081181,             0.00081181,             0.00081181
                     57,                0.58376,                0.47493,                0.91012,                0.55429,                0.88833,                0.69855,                0.63499,                 0.4965,                0.85308,                0.85459,             0.00081001,             0.00081001,             0.00081001
                     58,                0.56474,                0.46532,                0.90092,                0.78318,                 0.6974,                0.65263,                0.58338,                0.53517,                0.72213,                0.85304,             0.00080821,             0.00080821,             0.00080821
                     59,                0.60095,                0.44614,                0.91007,                0.94986,                0.69078,                0.84991,                 0.7379,                0.52411,                0.55281,                0.84886,             0.00080641,             0.00080641,             0.00080641
                     60,                0.59322,                0.48316,                0.91872,                0.95665,                   0.79,                0.94147,                0.83107,                0.65798,                0.49064,                0.88031,             0.00080461,             0.00080461,             0.00080461
                     61,                0.61252,                0.45913,                0.90241,                0.93286,                0.79845,                0.95475,                0.85151,                0.67717,                0.50696,                0.89608,             0.00080281,             0.00080281,             0.00080281
                     62,                0.58488,                0.48783,                0.90483,                0.94054,                    0.8,                0.94011,                0.82885,                0.59124,                0.50323,                0.86937,             0.00080101,             0.00080101,             0.00080101
                     63,                 0.5613,                 0.4387,                0.91207,                0.89129,                0.76638,                0.89591,                0.80792,                0.52946,                0.54181,                0.85894,             0.00079921,             0.00079921,             0.00079921
                     64,                 0.5925,                0.43864,                0.90531,                0.92412,                0.92588,                 0.9489,                0.83952,                0.55428,                0.39845,                0.85055,             0.00079741,             0.00079741,             0.00079741
                     65,                 0.5695,                0.46106,                0.91708,                0.87081,                      1,                0.95555,                0.84098,                0.56006,                0.41172,                0.85355,             0.00079561,             0.00079561,             0.00079561
                     66,                0.53979,                0.43022,                0.90083,                0.79408,                0.98215,                0.95836,                0.87092,                0.50387,                0.42945,                0.84448,             0.00079381,             0.00079381,             0.00079381
                     67,                0.54218,                0.41905,                0.90424,                0.83874,                   0.99,                0.99219,                0.89936,                0.47227,                0.39258,                0.84283,             0.00079201,             0.00079201,             0.00079201
                     68,                0.54914,                0.44428,                0.90958,                 0.9055,                0.96961,                0.97759,                0.84493,                0.63718,                0.42019,                0.89797,             0.00079021,             0.00079021,             0.00079021
                     69,                0.55071,                0.48657,                0.90051,                0.97454,                0.97512,                0.99452,                 0.8733,                0.59326,                0.37616,                0.86664,             0.00078841,             0.00078841,             0.00078841
                     70,                0.54773,                0.45544,                0.90422,                0.97593,                0.99484,                  0.995,                0.88876,                 0.5139,                0.33046,                0.83981,             0.00078661,             0.00078661,             0.00078661
                     71,                0.54478,                0.42787,                0.89106,                0.97389,                0.99818,                  0.995,                0.89868,                0.47832,                0.30976,                0.82925,             0.00078481,             0.00078481,             0.00078481
                     72,                0.54035,                0.43703,                0.90356,                0.87938,                0.96605,                  0.995,                0.89562,                0.53156,                0.40434,                0.84422,             0.00078301,             0.00078301,             0.00078301
                     73,                0.54532,                0.45397,                0.90537,                0.78332,                0.85373,                0.94862,                0.81115,                 0.7069,                0.57735,                0.90775,             0.00078121,             0.00078121,             0.00078121
                     74,                0.54877,                0.45274,                 0.8981,                0.76383,                0.78697,                 0.9298,                0.79685,                0.69335,                 0.7045,                0.90948,             0.00077941,             0.00077941,             0.00077941
                     75,                0.56085,                0.45278,                0.90072,                0.70541,                 0.9086,                0.95467,                0.85986,                0.57448,                0.80887,                0.87634,             0.00077761,             0.00077761,             0.00077761
                     76,                0.62815,                0.50417,                0.89575,                0.71577,                0.98537,                0.93729,                0.81804,                0.55661,                0.61487,                0.87492,             0.00077581,             0.00077581,             0.00077581
                     77,                0.58967,                0.45489,                 0.8969,                0.76414,                   0.99,                0.94325,                0.83221,                 0.6443,                0.44646,                0.90837,             0.00077401,             0.00077401,             0.00077401
                     78,                0.59894,                0.48167,                0.91246,                0.84417,                0.99414,                0.94525,                0.78432,                0.78783,                0.34884,                0.97713,             0.00077221,             0.00077221,             0.00077221
                     79,                0.65285,                0.44527,                0.91028,                0.91083,                0.99972,                  0.995,                0.81809,                 0.8102,                0.34782,                0.98232,             0.00077041,             0.00077041,             0.00077041
                     80,                 0.5855,                0.46169,                0.90257,                0.84095,                      1,                0.99452,                0.91059,                0.48009,                0.33606,                0.83156,             0.00076861,             0.00076861,             0.00076861
                     81,                 0.5663,                0.43181,                0.89467,                0.88443,                      1,                0.99209,                0.89119,                0.50351,                0.32631,                0.83232,             0.00076681,             0.00076681,             0.00076681
                     82,                0.56215,                0.41841,                0.89597,                0.95061,                      1,                0.99357,                0.91814,                0.49522,                0.32201,                0.83212,             0.00076501,             0.00076501,             0.00076501
                     83,                0.57275,                0.46668,                0.91457,                0.84064,                0.98725,                0.99214,                0.90998,                0.54293,                0.37292,                0.85827,             0.00076321,             0.00076321,             0.00076321
                     84,                0.58671,                0.44722,                0.90277,                0.77977,                   0.85,                0.88736,                0.79772,                0.57188,                0.53965,                 0.8974,             0.00076141,             0.00076141,             0.00076141
                     85,                0.55143,                0.42171,                0.88742,                0.71445,                0.98165,                0.94421,                0.85594,                0.52999,                0.46915,                0.87964,             0.00075961,             0.00075961,             0.00075961
                     86,                0.56708,                0.44203,                0.89672,                0.88755,                0.89693,                0.97755,                 0.8906,                0.49135,                0.36488,                0.84886,             0.00075782,             0.00075782,             0.00075782
                     87,                0.55562,                0.41048,                0.89192,                 0.9222,                0.89162,                 0.9443,                0.88312,                0.48031,                0.35933,                0.83843,             0.00075602,             0.00075602,             0.00075602
                     88,                0.53749,                0.40509,                0.89035,                0.82845,                0.96933,                 0.9444,                0.82775,                0.64995,                0.43837,                0.87747,             0.00075422,             0.00075422,             0.00075422
                     89,                0.54647,                0.42866,                0.89562,                 0.9676,                0.90455,                0.97847,                0.85296,                0.69218,                0.40324,                0.89484,             0.00075242,             0.00075242,             0.00075242
                     90,                0.57365,                 0.4409,                 0.8931,                0.80268,                0.95328,                0.95628,                0.83579,                0.63025,                0.41831,                0.87211,             0.00075062,             0.00075062,             0.00075062
                     91,                0.53352,                0.41985,                0.89946,                0.80416,                0.77284,                 0.8462,                0.74289,                0.58963,                 0.5408,                0.86488,             0.00074882,             0.00074882,             0.00074882
                     92,                0.55185,                0.42553,                0.89352,                0.89343,                0.78977,                0.84643,                 0.7633,                0.48397,                0.48239,                0.83011,             0.00074702,             0.00074702,             0.00074702
                     93,                0.54659,                0.42456,                0.89271,                0.88497,                 0.7885,                0.83698,                0.76431,                0.47377,                0.49958,                0.82818,             0.00074522,             0.00074522,             0.00074522
                     94,                0.56097,                  0.407,                0.88755,                0.83341,                0.86145,                0.87131,                0.79923,                 0.4785,                0.46595,                 0.8275,             0.00074342,             0.00074342,             0.00074342
                     95,                0.51187,                0.39488,                0.88442,                0.94472,                0.89525,                0.98983,                0.91116,                0.46774,                0.35019,                0.82268,             0.00074162,             0.00074162,             0.00074162
                     96,                0.52681,                 0.3977,                0.87642,                0.92092,                   0.99,                0.94434,                0.86304,                0.44464,                0.32542,                0.81629,             0.00073982,             0.00073982,             0.00073982
                     97,                0.51182,                0.40235,                0.87398,                0.90943,                   0.99,                0.94395,                0.86301,                0.44277,                0.35876,                0.81756,             0.00073802,             0.00073802,             0.00073802
                     98,                0.51697,                0.39211,                0.87651,                 0.9086,                   0.99,                0.94395,                0.84528,                0.47135,                 0.3799,                 0.8262,             0.00073622,             0.00073622,             0.00073622
                     99,                0.51432,                0.39705,                0.88607,                0.89428,                   0.99,                 0.9415,                0.83733,                 0.5261,                0.39298,                0.84575,             0.00073442,             0.00073442,             0.00073442
                    100,                0.51863,                0.40032,                0.88472,                0.91333,                0.97934,                0.94081,                0.83952,                0.57098,                0.39795,                0.85976,             0.00073262,             0.00073262,             0.00073262
                    101,                0.55626,                0.42703,                0.90199,                0.92485,                   0.99,                0.96109,                0.88458,                0.48187,                0.32314,                0.83265,             0.00073082,             0.00073082,             0.00073082
                    102,                0.50451,                0.38103,                0.88762,                 0.9222,                   0.99,                0.96152,                0.88791,                0.47587,                0.30452,                0.83047,             0.00072902,             0.00072902,             0.00072902
                    103,                0.52018,                0.40619,                0.87042,                0.92377,                0.99846,                0.96152,                0.87555,                0.50409,                0.31111,                 0.8409,             0.00072722,             0.00072722,             0.00072722
                    104,                0.53233,                0.40662,                0.88254,                0.92592,                0.99847,                0.99405,                0.90195,                0.53111,                0.31122,                0.85015,             0.00072542,             0.00072542,             0.00072542
                    105,                  0.523,                0.41463,                0.89374,                0.92582,                 0.9948,                0.99357,                0.89251,                0.50978,                0.31884,                0.84728,             0.00072362,             0.00072362,             0.00072362
                    106,                0.50808,                0.39636,                0.87808,                0.93381,                0.98739,                0.99214,                0.89955,                0.50111,                0.34291,                0.84922,             0.00072182,             0.00072182,             0.00072182
                    107,                0.54124,                0.39151,                0.88742,                0.86835,                0.92413,                0.88633,                0.77895,                0.58914,                0.47104,                0.87852,             0.00072002,             0.00072002,             0.00072002
                    108,                0.49701,                0.38964,                 0.8764,                0.93509,                0.91132,                0.98274,                0.80266,                0.79339,                0.49903,                0.93917,             0.00071822,             0.00071822,             0.00071822
                    109,                0.52678,                 0.3961,                0.88469,                0.93198,                0.95669,                0.98552,                0.83212,                0.72327,                0.36407,                0.91388,             0.00071642,             0.00071642,             0.00071642
                    110,                0.49716,                0.39307,                0.88921,                0.89781,                 0.9993,                0.98881,                0.86743,                0.55845,                 0.3157,                0.85619,             0.00071462,             0.00071462,             0.00071462
                    111,                 0.5277,                0.38216,                0.87924,                0.90785,                0.99699,                0.99262,                0.89534,                0.53437,                0.31286,                0.84489,             0.00071282,             0.00071282,             0.00071282
                    112,                0.51593,                0.41311,                0.87142,                0.91542,                  0.986,                0.99357,                0.83208,                0.57576,                0.33154,                0.85482,             0.00071102,             0.00071102,             0.00071102
                    113,                 0.4988,                0.37572,                0.88536,                0.92073,                0.97125,                0.99434,                0.85976,                0.51282,                0.33246,                0.84008,             0.00070922,             0.00070922,             0.00070922
                    114,                 0.5175,                0.40814,                0.88583,                0.96297,                0.98516,                  0.995,                 0.8911,                0.47066,                0.29919,                0.82915,             0.00070742,             0.00070742,             0.00070742
                    115,                0.48742,                0.36846,                0.86664,                0.86316,                0.91546,                   0.94,                0.84217,                0.48689,                  0.312,                0.83229,             0.00070562,             0.00070562,             0.00070562
                    116,                0.49723,                0.38518,                0.87304,                0.88301,                0.97786,                  0.995,                0.89303,                  0.523,                 0.4093,                0.84725,             0.00070382,             0.00070382,             0.00070382
                    117,                0.50503,                0.40181,                0.87596,                0.91229,                0.98297,                  0.995,                0.88885,                0.52538,                0.37792,                 0.8445,             0.00070202,             0.00070202,             0.00070202
                    118,                0.50538,                0.39172,                 0.8706,                0.88197,                 0.9013,                0.97755,                0.85671,                0.56756,                0.40384,                0.85165,             0.00070022,             0.00070022,             0.00070022
                    119,                0.54925,                0.41874,                 0.8933,                0.94435,                0.84449,                0.97769,                0.84961,                 0.5639,                0.46269,                0.85488,             0.00069842,             0.00069842,             0.00069842
                    120,                0.53009,                0.40675,                0.89925,                 0.8572,                0.97481,                  0.995,                0.91591,                 0.4894,                0.36694,                0.83976,             0.00069662,             0.00069662,             0.00069662
                    121,                0.52995,                0.38737,                0.88113,                0.81286,                0.99972,                  0.995,                0.91849,                0.50137,                0.36196,                0.84421,             0.00069482,             0.00069482,             0.00069482
                    122,                 0.5125,                0.37591,                0.87452,                0.88491,                0.88654,                  0.995,                 0.8969,                0.49219,                0.35992,                0.84182,             0.00069302,             0.00069302,             0.00069302
                    123,                 0.5043,                0.37191,                 0.8773,                0.89128,                0.87499,                 0.9785,                0.87898,                0.46211,                0.35355,                0.83053,             0.00069122,             0.00069122,             0.00069122
                    124,                0.53339,                0.40992,                0.89339,                0.89744,                      1,                0.99409,                0.88411,                0.48761,                 0.3116,                0.83165,             0.00068942,             0.00068942,             0.00068942
                    125,                0.50609,                0.39268,                0.87061,                0.91296,                      1,                0.99452,                0.86754,                0.48452,                0.30115,                0.83325,             0.00068762,             0.00068762,             0.00068762
                    126,                0.50415,                0.38559,                0.88163,                0.97053,                0.98376,                  0.995,                0.87651,                0.50803,                0.28914,                0.83539,             0.00068582,             0.00068582,             0.00068582
                    127,                0.51147,                0.38063,                0.87644,                0.92887,                0.98669,                 0.9785,                0.88261,                0.50265,                0.30782,                0.83304,             0.00068402,             0.00068402,             0.00068402
                    128,                0.52068,                0.40165,                0.88192,                   0.91,                0.97552,                 0.9772,                0.87361,                0.53304,                0.34593,                0.83881,             0.00068222,             0.00068222,             0.00068222
                    129,                0.51521,                0.38491,                0.86852,                0.91195,                0.98136,                 0.9735,                 0.8533,                0.56077,                0.36159,                0.84118,             0.00068042,             0.00068042,             0.00068042
                    130,                0.51166,                0.38674,                0.86763,                0.91566,                0.98751,                0.97421,                0.87017,                0.53398,                0.34446,                0.83368,             0.00067862,             0.00067862,             0.00067862
                    131,                0.51097,                0.38226,                  0.881,                0.92128,                 0.9871,                 0.9772,                0.87691,                0.50567,                0.32567,                0.82836,             0.00067682,             0.00067682,             0.00067682
                    132,                0.50417,                0.37012,                0.87042,                0.90897,                   0.99,                0.97683,                0.85993,                0.49931,                 0.3038,                0.83105,             0.00067502,             0.00067502,             0.00067502
                    133,                0.50883,                0.38259,                 0.8863,                0.91393,                   0.99,                0.97363,                0.84267,                0.54588,                0.32952,                0.84713,             0.00067322,             0.00067322,             0.00067322
                    134,                0.51382,                0.37321,                0.88488,                0.91186,                0.98059,                0.97267,                0.86033,                0.56119,                0.34923,                0.85408,             0.00067142,             0.00067142,             0.00067142
                    135,                0.49881,                0.35682,                0.87437,                0.91591,                0.97758,                0.97242,                 0.8679,                0.51752,                0.34615,                0.84556,             0.00066962,             0.00066962,             0.00066962
                    136,                 0.4831,                0.38592,                0.88459,                0.89835,                0.98711,                0.97421,                0.86754,                0.51876,                0.33516,                0.83968,             0.00066782,             0.00066782,             0.00066782
                    137,                0.50319,                0.37548,                0.87606,                0.91271,                0.97706,                 0.9772,                0.85853,                0.54438,                0.30828,                0.83989,             0.00066602,             0.00066602,             0.00066602
                    138,                0.53858,                0.40609,                  0.901,                0.91518,                0.97925,                  0.995,                0.87043,                0.53434,                0.29089,                0.83425,             0.00066422,             0.00066422,             0.00066422
                    139,                0.50618,                0.38876,                0.87566,                0.92333,                   0.99,                0.99452,                0.90617,                0.48067,                0.27273,                0.82395,             0.00066242,             0.00066242,             0.00066242
                    140,                0.52014,                0.37932,                0.86439,                0.93017,                0.98833,                0.96152,                0.89362,                 0.4833,                0.28887,                 0.8333,             0.00066062,             0.00066062,             0.00066062
                    141,                0.52467,                0.37544,                0.88065,                0.93174,                   0.99,                0.96109,                0.88269,                0.48664,                0.28584,                0.83289,             0.00065883,             0.00065883,             0.00065883
                    142,                0.49292,                0.37415,                0.87634,                 0.9189,                0.98111,                0.96109,                0.87535,                0.49567,                0.28603,                0.83072,             0.00065703,             0.00065703,             0.00065703
                    143,                0.51413,                0.38047,                0.87278,                0.91438,                 0.9721,                 0.9607,                0.88221,                0.47934,                0.28633,                0.82735,             0.00065523,             0.00065523,             0.00065523
                    144,                0.51672,                0.39063,                  0.868,                0.91964,                0.97265,                 0.9772,                0.89845,                0.44392,                0.28052,                0.82198,             0.00065343,             0.00065343,             0.00065343
                    145,                 0.5107,                0.36685,                0.87274,                0.93203,                0.98946,                0.95969,                0.87712,                 0.4573,                0.28018,                0.82507,             0.00065163,             0.00065163,             0.00065163
                    146,                0.50377,                0.37409,                0.86965,                 0.9354,                   0.99,                0.95756,                0.87792,                0.48826,                0.29464,                0.83323,             0.00064983,             0.00064983,             0.00064983
                    147,                0.52001,                0.38158,                0.87456,                0.93669,                0.98749,                0.93785,                0.83986,                0.51071,                0.30443,                0.83782,             0.00064803,             0.00064803,             0.00064803
                    148,                0.49753,                0.37604,                 0.8766,                0.93109,                0.97852,                0.95288,                   0.85,                0.49962,                0.30473,                0.84091,             0.00064623,             0.00064623,             0.00064623
                    149,                0.49876,                0.35635,                0.86709,                0.92633,                0.98083,                0.93635,                0.84542,                0.47634,                0.31577,                0.83009,             0.00064443,             0.00064443,             0.00064443
                    150,                0.50032,                 0.3557,                0.88372,                0.93564,                0.98185,                 0.9387,                0.84019,                0.49406,                0.30723,                0.82769,             0.00064263,             0.00064263,             0.00064263
                    151,                0.51265,                0.39299,                0.87574,                0.93507,                   0.99,                0.96033,                0.84464,                0.50522,                0.29336,                0.82866,             0.00064083,             0.00064083,             0.00064083
                    152,                0.51746,                0.36047,                 0.8709,                0.93942,                0.98329,                  0.995,                0.89154,                0.44542,                 0.2458,                0.81526,             0.00063903,             0.00063903,             0.00063903
                    153,                0.51746,                0.38468,                0.87194,                0.97673,                0.98419,                  0.995,                0.88906,                0.46924,                0.24482,                0.82825,             0.00063723,             0.00063723,             0.00063723
                    154,                0.52043,                0.39128,                0.87868,                0.96994,                0.99938,                  0.995,                 0.9016,                0.54508,                0.25749,                0.85406,             0.00063543,             0.00063543,             0.00063543
                    155,                0.52114,                0.38934,                0.89154,                0.93211,                      1,                  0.995,                0.90371,                0.53222,                0.26715,                0.84936,             0.00063363,             0.00063363,             0.00063363
                    156,                0.49056,                0.35278,                0.86496,                0.85118,                      1,                0.98595,                0.90644,                0.44525,                0.28837,                 0.8217,             0.00063183,             0.00063183,             0.00063183
                    157,                0.53131,                0.37593,                 0.8935,                0.87649,                      1,                0.98976,                0.91745,                0.43908,                0.26857,                0.82013,             0.00063003,             0.00063003,             0.00063003
                    158,                0.50962,                0.37648,                0.86651,                0.94038,                      1,                 0.9931,                0.91911,                0.44263,                0.25718,                0.82236,             0.00062823,             0.00062823,             0.00062823
                    159,                 0.5025,                0.38172,                0.86631,                0.96996,                      1,                0.99452,                0.89074,                 0.5309,                0.26892,                0.84412,             0.00062643,             0.00062643,             0.00062643
