                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.52852,                0.38433,                0.99032,                0.95026,                0.97736,                0.99056,                0.87267,                0.50934,                 0.2881,                 1.0108,              0.0010216,              0.0010216,              0.0010216
                    147,                 0.5568,                0.38014,                  1.026,                0.95132,                0.98695,                0.98574,                0.85909,                 0.5436,                0.28537,                 1.0386,              0.0010187,              0.0010187,              0.0010187
                    148,                0.52734,                0.37622,                 1.0131,                0.98741,                0.99556,                  0.995,                0.86943,                0.56254,                0.26855,                   1.05,              0.0010159,              0.0010159,              0.0010159
                    149,                0.53192,                0.38513,                 0.9772,                0.98258,                0.99613,                  0.995,                0.87182,                0.57637,                0.26458,                 1.0587,              0.0010131,              0.0010131,              0.0010131
                    150,                0.53714,                0.39252,                 1.0217,                0.98442,                0.99751,                  0.995,                0.88877,                0.53766,                0.25566,                 1.0275,              0.0010102,              0.0010102,              0.0010102
                    151,                  0.536,                0.37979,                 1.0079,                0.98998,                0.99961,                  0.995,                0.87208,                0.51779,                0.23842,                 1.0185,              0.0010074,              0.0010074,              0.0010074
                    152,                0.56096,                0.37243,                0.99808,                0.99044,                      1,                  0.995,                0.87061,                 0.5491,                0.25757,                 1.0376,              0.0010046,              0.0010046,              0.0010046
                    153,                0.56724,                0.41044,                  1.031,                 0.9865,                0.99788,                  0.995,                0.87066,                0.49891,                0.25249,                0.99846,              0.0010018,              0.0010018,              0.0010018
                    154,                0.55068,                0.41289,                 1.0094,                 0.9844,                0.98169,                0.99389,                0.87274,                0.53919,                0.29683,                 1.0423,             0.00099893,             0.00099893,             0.00099893
                    155,                0.56919,                0.43615,                 1.0489,                 0.9701,                 0.9704,                0.98961,                0.86533,                0.57364,                 0.4035,                 1.0647,              0.0009961,              0.0009961,              0.0009961
                    156,                0.51941,                0.39262,                 0.9695,                 0.8827,                0.87427,                0.93561,                0.81139,                0.52895,                0.55684,                 1.0383,             0.00099327,             0.00099327,             0.00099327
                    157,                0.59027,                 0.4072,                 1.0429,                0.90433,                0.94839,                0.96237,                0.83358,                0.53735,                0.37227,                 1.0495,             0.00099044,             0.00099044,             0.00099044
                    158,                 0.5234,                0.40188,                0.96171,                0.92466,                0.96388,                  0.967,                0.82747,                0.52138,                0.35662,                 1.0344,             0.00098761,             0.00098761,             0.00098761
                    159,                0.53683,                 0.4032,                0.99154,                0.95931,                0.99545,                0.99421,                 0.8638,                 0.5069,                0.27578,                 1.0123,             0.00098478,             0.00098478,             0.00098478
                    160,                0.57362,                 0.4039,                  1.001,                 0.9745,                0.95717,                0.99056,                0.87125,                0.52265,                0.27372,                 1.0151,             0.00098195,             0.00098195,             0.00098195
                    161,                0.52552,                0.37023,                0.96898,                0.96412,                0.99601,                  0.995,                0.88684,                0.49153,                0.27059,                0.98761,             0.00097912,             0.00097912,             0.00097912
                    162,                0.56145,                0.39122,                0.99051,                0.97843,                0.95833,                0.98167,                0.87352,                0.47232,                0.27158,                0.98103,             0.00097629,             0.00097629,             0.00097629
                    163,                0.51977,                0.36399,                0.96715,                0.97738,                0.95833,                0.98409,                0.86369,                0.48512,                0.27864,                0.99847,             0.00097346,             0.00097346,             0.00097346
                    164,                0.55717,                0.37104,                0.99644,                0.94931,                0.95493,                0.97184,                0.84312,                0.55166,                 0.3045,                 1.0544,             0.00097063,             0.00097063,             0.00097063
                    165,                0.52966,                0.36616,                 1.0191,                0.95057,                0.95134,                0.98167,                0.85526,                0.51306,                0.27349,                 1.0152,              0.0009678,              0.0009678,              0.0009678
                    166,                0.51635,                0.36639,                0.97705,                0.93122,                0.99683,                0.99056,                0.87623,                0.46601,                0.26327,                0.97889,             0.00096498,             0.00096498,             0.00096498
                    167,                0.54074,                0.39047,                 1.0216,                0.93898,                      1,                0.99056,                0.87139,                0.46527,                0.25506,                0.97983,             0.00096215,             0.00096215,             0.00096215
                    168,                0.50329,                0.34881,                0.96368,                0.94348,                      1,                0.99056,                0.85448,                0.51568,                0.25266,                 1.0156,             0.00095932,             0.00095932,             0.00095932
                    169,                0.52687,                0.38372,                0.99845,                0.93613,                0.99946,                0.99056,                0.86906,                0.49288,                0.24789,                0.99707,             0.00095649,             0.00095649,             0.00095649
                    170,                 0.5086,                0.33425,                0.95369,                0.96991,                0.95833,                0.97962,                0.86316,                0.46557,                0.26058,                0.97236,             0.00095366,             0.00095366,             0.00095366
                    171,                0.51245,                0.34801,                0.98969,                 0.9736,                0.95448,                0.97706,                0.87195,                  0.455,                0.26955,                0.96758,             0.00095083,             0.00095083,             0.00095083
                    172,                0.50653,                0.38338,                0.99501,                0.94705,                0.91447,                0.96189,                0.82915,                0.51614,                0.35707,                 1.0251,               0.000948,               0.000948,               0.000948
                    173,                0.51441,                0.37374,                 0.9911,                0.92323,                0.99379,                0.98158,                0.86592,                0.49093,                0.29979,                0.99627,             0.00094517,             0.00094517,             0.00094517
                    174,                0.50022,                0.36005,                0.97505,                0.94623,                      1,                 0.9813,                0.88428,                0.45039,                 0.2573,                0.96354,             0.00094234,             0.00094234,             0.00094234
                    175,                 0.5105,                0.38367,                0.99494,                0.95683,                0.98814,                 0.9813,                0.86163,                0.46645,                0.25526,                0.97552,             0.00093951,             0.00093951,             0.00093951
                    176,                  0.516,                0.37263,                0.99477,                 0.9505,                0.99216,                0.99056,                0.88411,                0.48147,                0.27949,                0.99298,             0.00093668,             0.00093668,             0.00093668
                    177,                0.52384,                0.35567,                0.98071,                0.99433,                      1,                  0.995,                0.89257,                0.46791,                0.25156,                 0.9815,             0.00093385,             0.00093385,             0.00093385
                    178,                 0.5231,                0.36705,                 0.9624,                0.99295,                      1,                  0.995,                 0.8957,                0.46872,                0.24558,                0.98095,             0.00093102,             0.00093102,             0.00093102
                    179,                0.50472,                0.37724,                0.98024,                0.99338,                      1,                  0.995,                0.89621,                0.48287,                0.24194,                0.99169,             0.00092819,             0.00092819,             0.00092819
                    180,                0.51262,                0.38457,                0.98326,                0.99312,                0.99816,                  0.995,                0.85848,                0.61409,                0.27795,                 1.1425,             0.00092536,             0.00092536,             0.00092536
                    181,                0.53506,                 0.3826,                 1.0109,                0.99354,                      1,                  0.995,                 0.8829,                0.52342,                0.25063,                 1.0316,             0.00092253,             0.00092253,             0.00092253
                    182,                0.51521,                0.34864,                0.96709,                0.98862,                0.99664,                  0.995,                0.90184,                0.47025,                0.24315,                0.97069,              0.0009197,              0.0009197,              0.0009197
                    183,                0.53161,                0.37095,                 1.0146,                0.98583,                0.99823,                  0.995,                0.88993,                0.47716,                 0.2282,                0.97636,             0.00091687,             0.00091687,             0.00091687
                    184,                0.52455,                0.33399,                 1.0204,                0.99114,                      1,                  0.995,                 0.8636,                0.56912,                 0.2422,                 1.0725,             0.00091405,             0.00091405,             0.00091405
                    185,                0.52671,                0.36768,                0.99753,                0.99447,                      1,                  0.995,                0.86486,                0.58759,                0.25201,                 1.0937,             0.00091122,             0.00091122,             0.00091122
                    186,                0.51993,                0.36416,                0.98521,                0.99506,                      1,                  0.995,                0.87921,                0.51904,                0.24929,                 1.0212,             0.00090839,             0.00090839,             0.00090839
                    187,                0.52788,                0.37111,                 1.0061,                 0.9814,                      1,                  0.995,                0.88866,                0.46934,                0.23621,                0.97462,             0.00090556,             0.00090556,             0.00090556
                    188,                0.51654,                0.36814,                  1.003,                0.99154,                      1,                  0.995,                0.88514,                0.48357,                0.23316,                0.98639,             0.00090273,             0.00090273,             0.00090273
                    189,                0.53117,                0.37713,                 1.0103,                0.98866,                      1,                  0.995,                0.87965,                0.52107,                0.22827,                 1.0164,              0.0008999,              0.0008999,              0.0008999
                    190,                0.52553,                0.37223,                 1.0048,                0.98586,                      1,                  0.995,                0.87187,                0.52648,                 0.2428,                 1.0145,             0.00089707,             0.00089707,             0.00089707
                    191,                0.51495,                0.37371,                0.98843,                0.98994,                0.99525,                  0.995,                0.88906,                0.48607,                0.24545,                0.97776,             0.00089424,             0.00089424,             0.00089424
                    192,                0.52361,                0.35504,                 0.9696,                0.99341,                0.99944,                  0.995,                0.89158,                0.48678,                0.24824,                0.98589,             0.00089141,             0.00089141,             0.00089141
                    193,                0.51519,                 0.3712,                0.97142,                0.99285,                      1,                  0.995,                0.89638,                0.45562,                0.23558,                0.96466,             0.00088858,             0.00088858,             0.00088858
                    194,                0.51658,                0.36003,                0.95897,                 0.9922,                0.99723,                  0.995,                0.89844,                0.45201,                 0.2437,                0.95771,             0.00088575,             0.00088575,             0.00088575
                    195,                0.52515,                0.35801,                0.97846,                0.99161,                0.99459,                  0.995,                0.89432,                0.45875,                0.24125,                0.96221,             0.00088292,             0.00088292,             0.00088292
                    196,                0.53077,                0.35456,                0.97887,                0.97892,                0.99216,                  0.995,                0.89814,                0.45147,                0.25164,                0.97018,             0.00088009,             0.00088009,             0.00088009
                    197,                0.52419,                0.35314,                0.99491,                0.97034,                0.99472,                  0.995,                0.89081,                0.46157,                0.24864,                0.97353,             0.00087726,             0.00087726,             0.00087726
                    198,                0.51939,                0.34232,                0.99043,                 0.9638,                0.99436,                  0.995,                0.88109,                0.48507,                0.25139,                0.98184,             0.00087443,             0.00087443,             0.00087443
                    199,                0.51841,                0.37276,                0.96641,                0.96434,                0.99309,                  0.995,                0.87548,                0.50909,                0.26413,                 1.0015,              0.0008716,              0.0008716,              0.0008716
                    200,                0.50526,                0.32559,                0.98266,                0.97845,                      1,                  0.995,                0.88447,                0.48592,                0.25971,                0.97979,             0.00086877,             0.00086877,             0.00086877
                    201,                0.51918,                 0.3749,                0.97974,                0.98353,                      1,                  0.995,                0.87777,                0.46806,                0.25418,                  0.963,             0.00086595,             0.00086595,             0.00086595
                    202,                0.51108,                0.35941,                0.99264,                0.97884,                      1,                  0.995,                0.88518,                0.46642,                0.26805,                0.96457,             0.00086312,             0.00086312,             0.00086312
                    203,                0.50913,                 0.3473,                0.99849,                0.98399,                      1,                  0.995,                0.88655,                0.46307,                 0.2508,                0.96354,             0.00086029,             0.00086029,             0.00086029
                    204,                0.54153,                0.37435,                0.97938,                0.99118,                      1,                  0.995,                0.88157,                0.45748,                0.22758,                0.95847,             0.00085746,             0.00085746,             0.00085746
                    205,                0.50926,                0.36831,                0.97185,                0.99376,                      1,                  0.995,                0.87596,                0.46432,                0.22148,                0.97072,             0.00085463,             0.00085463,             0.00085463
                    206,                0.51113,                0.35487,                0.98371,                0.99595,                0.99162,                  0.995,                0.87103,                0.47517,                0.23216,                0.97877,              0.0008518,              0.0008518,              0.0008518
                    207,                 0.5429,                0.37491,                0.99875,                0.95592,                0.99699,                0.99056,                0.87134,                0.46178,                0.24224,                0.96396,             0.00084897,             0.00084897,             0.00084897
                    208,                0.52526,                0.38299,                0.99247,                0.97601,                0.99569,                  0.995,                0.89142,                0.46553,                0.23919,                0.95928,             0.00084614,             0.00084614,             0.00084614
                    209,                0.52714,                 0.3731,                0.98425,                0.97319,                0.99742,                  0.995,                0.89269,                0.48115,                0.23837,                 0.9719,             0.00084331,             0.00084331,             0.00084331
                    210,                0.49136,                0.35059,                0.97924,                0.96201,                0.99758,                  0.995,                0.88896,                0.47816,                0.23587,                0.97233,             0.00084048,             0.00084048,             0.00084048
                    211,                 0.5221,                0.35787,                0.99269,                0.96338,                      1,                  0.995,                0.89108,                0.47691,                0.24451,                0.97735,             0.00083765,             0.00083765,             0.00083765
                    212,                 0.5078,                0.35679,                0.98511,                0.91052,                0.90072,                0.93757,                0.83709,                 0.4825,                0.33618,                 0.9806,             0.00083482,             0.00083482,             0.00083482
                    213,                0.49079,                0.32473,                0.94713,                0.91447,                0.88745,                0.91411,                0.81446,                0.48759,                 0.4067,                0.98552,             0.00083199,             0.00083199,             0.00083199
                    214,                0.50593,                0.32508,                0.97008,                0.91226,                 0.9375,                0.94683,                0.84301,                0.48662,                0.38721,                0.98175,             0.00082916,             0.00082916,             0.00082916
                    215,                0.50836,                0.36565,                0.98545,                0.96312,                0.93645,                0.97098,                0.86972,                0.48645,                0.32799,                0.98044,             0.00082633,             0.00082633,             0.00082633
                    216,                0.47559,                0.32101,                0.94036,                 0.9397,                      1,                0.99056,                0.88642,                 0.4788,                0.24374,                0.97569,              0.0008235,              0.0008235,              0.0008235
                    217,                0.50436,                0.35948,                0.98302,                0.99113,                      1,                  0.995,                0.89241,                0.47768,                0.23392,                 0.9743,             0.00082067,             0.00082067,             0.00082067
                    218,                0.47894,                0.33588,                0.95669,                0.99491,                      1,                  0.995,                0.88988,                0.47902,                0.23139,                0.97085,             0.00081785,             0.00081785,             0.00081785
                    219,                0.51081,                0.36991,                0.99016,                0.99328,                0.99557,                  0.995,                 0.8867,                0.48771,                0.23832,                 0.9769,             0.00081502,             0.00081502,             0.00081502
                    220,                0.49159,                0.33516,                0.96173,                0.97317,                  0.947,                  0.995,                 0.8856,                0.49801,                 0.3098,                0.98522,             0.00081219,             0.00081219,             0.00081219
                    221,                0.51039,                0.36532,                0.97093,                0.98801,                0.99129,                  0.995,                0.89373,                0.50311,                0.24049,                 0.9868,             0.00080936,             0.00080936,             0.00080936
                    222,                 0.4888,                0.34002,                0.96711,                 0.9851,                0.99296,                  0.995,                0.88348,                0.50436,                0.24357,                  0.987,             0.00080653,             0.00080653,             0.00080653
                    223,                0.49812,                0.33982,                0.95492,                0.96984,                0.95833,                0.99056,                0.87507,                0.49498,                0.26177,                0.97974,              0.0008037,              0.0008037,              0.0008037
                    224,                0.49574,                0.33577,                0.96207,                0.97762,                0.95833,                0.98409,                 0.8748,                0.47786,                0.26962,                0.96804,             0.00080087,             0.00080087,             0.00080087
                    225,                0.50811,                0.35124,                0.98199,                 0.9612,                0.99694,                  0.995,                0.88745,                0.47172,                0.25419,                0.96261,             0.00079804,             0.00079804,             0.00079804
                    226,                0.49228,                0.33319,                0.93908,                 0.9621,                0.99719,                  0.995,                0.88922,                0.47587,                0.24833,                0.96246,             0.00079521,             0.00079521,             0.00079521
                    227,                0.48712,                0.34796,                0.97454,                0.97298,                0.99998,                  0.995,                0.88257,                0.48565,                0.23882,                0.97058,             0.00079238,             0.00079238,             0.00079238
                    228,                0.49472,                0.35707,                0.96626,                0.95649,                0.99474,                0.99262,                0.89597,                0.46131,                0.23859,                0.96462,             0.00078955,             0.00078955,             0.00078955
                    229,                0.49436,                0.33719,                0.94788,                0.94367,                0.99491,                0.98627,                0.88797,                0.45171,                0.23687,                0.95935,             0.00078672,             0.00078672,             0.00078672
                    230,                0.51665,                0.35527,                 1.0033,                0.92458,                0.99671,                0.98627,                0.88988,                 0.4476,                0.24572,                0.95298,             0.00078389,             0.00078389,             0.00078389
                    231,                0.48007,                0.31836,                0.95955,                0.92972,                 0.9959,                0.98944,                0.90348,                0.45034,                0.24859,                0.94968,             0.00078106,             0.00078106,             0.00078106
                    232,                0.47874,                0.37027,                0.97512,                0.96442,                      1,                  0.995,                0.89028,                0.46275,                0.23834,                0.95738,             0.00077823,             0.00077823,             0.00077823
                    233,                0.49827,                0.33555,                0.97882,                0.97562,                      1,                  0.995,                0.87822,                0.46293,                0.22812,                0.95756,              0.0007754,              0.0007754,              0.0007754
                    234,                0.48189,                0.32172,                0.93806,                0.98442,                      1,                  0.995,                0.87917,                0.46009,                0.22323,                0.95468,             0.00077257,             0.00077257,             0.00077257
                    235,                0.49806,                 0.3349,                0.97334,                0.99156,                      1,                  0.995,                0.87494,                0.45869,                0.22102,                0.95576,             0.00076975,             0.00076975,             0.00076975
                    236,                0.51972,                0.35857,                0.96561,                0.98413,                      1,                  0.995,                0.89211,                0.46226,                0.23123,                0.96224,             0.00076692,             0.00076692,             0.00076692
                    237,                0.49496,                0.33281,                0.95533,                0.97738,                0.99812,                  0.995,                0.88509,                0.48388,                0.24235,                0.98351,             0.00076409,             0.00076409,             0.00076409
                    238,                0.47515,                 0.2976,                0.97626,                 0.9138,                0.95642,                0.98158,                0.87304,                 0.4894,                0.29807,                0.99026,             0.00076126,             0.00076126,             0.00076126
                    239,                0.48391,                0.30248,                0.98201,                0.71986,                0.79057,                0.71365,                0.64808,                0.50863,                0.85787,                 1.0192,             0.00075843,             0.00075843,             0.00075843
                    240,                0.47998,                0.33839,                0.96617,                0.45527,                0.59583,                0.46842,                0.43405,                 1.0828,                 3.2701,                 1.5296,              0.0007556,              0.0007556,              0.0007556
                    241,                0.49531,                0.35367,                0.98031,                0.49428,                 0.6125,                0.48826,                0.45234,                0.97482,                 2.7999,                  1.438,             0.00075277,             0.00075277,             0.00075277
                    242,                0.46994,                0.31331,                0.95779,                0.55524,                0.70625,                0.57783,                0.51927,                0.80922,                 1.9352,                 1.3126,             0.00074994,             0.00074994,             0.00074994
                    243,                0.47963,                0.34123,                0.98451,                0.62505,                0.78958,                0.61354,                0.54522,                0.83061,                 1.7313,                 1.3398,             0.00074711,             0.00074711,             0.00074711
                    244,                0.49632,                0.32617,                 0.9572,                0.87358,                0.92916,                0.89903,                0.78902,                0.53299,                0.39039,                 1.0174,             0.00074428,             0.00074428,             0.00074428
                    245,                0.48349,                0.31838,                0.96268,                 0.9604,                      1,                  0.995,                 0.8865,                0.48361,                0.25341,                0.97957,             0.00074145,             0.00074145,             0.00074145
                    246,                0.48635,                0.33309,                0.98659,                0.96694,                0.99914,                  0.995,                0.88607,                0.48512,                0.23883,                0.98237,             0.00073862,             0.00073862,             0.00073862
                    247,                0.48325,                0.31942,                0.95587,                0.98445,                      1,                  0.995,                0.89969,                0.45852,                 0.2235,                0.96502,             0.00073579,             0.00073579,             0.00073579
                    248,                0.49907,                0.33464,                0.96329,                 0.9888,                      1,                  0.995,                0.89513,                0.46419,                0.21664,                0.97527,             0.00073296,             0.00073296,             0.00073296
                    249,                0.52455,                0.34144,                0.97251,                0.98868,                      1,                  0.995,                0.87233,                0.47799,                0.22646,                0.98242,             0.00073013,             0.00073013,             0.00073013
                    250,                0.50559,                0.33638,                0.95138,                0.99188,                      1,                  0.995,                0.88345,                 0.4994,                0.22688,                0.99809,              0.0007273,              0.0007273,              0.0007273
                    251,                0.48893,                 0.3455,                0.97978,                0.99399,                      1,                  0.995,                0.88518,                0.51578,                0.22789,                 1.0151,             0.00072447,             0.00072447,             0.00072447
                    252,                0.50499,                 0.3593,                0.99254,                0.97833,                      1,                  0.995,                0.89247,                0.47539,                0.22665,                0.96607,             0.00072164,             0.00072164,             0.00072164
                    253,                0.48329,                0.32742,                0.96362,                0.97501,                      1,                  0.995,                0.88884,                  0.474,                0.23613,                0.97415,             0.00071882,             0.00071882,             0.00071882
                    254,                0.49739,                0.32168,                0.97349,                0.97461,                      1,                  0.995,                0.87515,                0.49433,                0.24928,                 0.9962,             0.00071599,             0.00071599,             0.00071599
                    255,                0.49835,                0.32719,                  0.984,                0.96483,                      1,                  0.995,                0.88057,                0.49366,                0.25375,                0.99652,             0.00071316,             0.00071316,             0.00071316
                    256,                0.48958,                0.34686,                0.96222,                0.98253,                0.97314,                  0.995,                0.88321,                0.50226,                0.27225,                0.99738,             0.00071033,             0.00071033,             0.00071033
                    257,                0.51915,                0.34228,                0.97577,                0.96577,                0.98877,                  0.995,                0.89096,                 0.4793,                0.27399,                0.98057,              0.0007075,              0.0007075,              0.0007075
                    258,                 0.5044,                0.32473,                0.96583,                0.98812,                0.99291,                  0.995,                 0.8995,                0.44081,                0.26038,                0.95927,             0.00070467,             0.00070467,             0.00070467
                    259,                 0.4838,                 0.3375,                0.98059,                0.99025,                0.99237,                  0.995,                0.90797,                0.43476,                0.24921,                 0.9593,             0.00070184,             0.00070184,             0.00070184
                    260,                0.50178,                0.35628,                0.96799,                0.97761,                0.99777,                 0.9947,                0.90365,                0.44564,                0.23468,                0.96327,             0.00069901,             0.00069901,             0.00069901
                    261,                0.50224,                0.31509,                0.97082,                0.96679,                0.99743,                  0.995,                0.90491,                0.44912,                0.22301,                0.96607,             0.00069618,             0.00069618,             0.00069618
                    262,                0.49066,                0.32685,                0.97071,                 0.9568,                0.99951,                  0.995,                0.90404,                0.43896,                0.22726,                0.95922,             0.00069335,             0.00069335,             0.00069335
                    263,                0.47815,                0.31258,                0.95548,                0.93956,                0.99675,                  0.995,                0.90373,                0.44199,                0.24216,                0.96242,             0.00069052,             0.00069052,             0.00069052
                    264,                0.47919,                 0.3216,                0.94589,                0.97905,                0.95833,                0.96888,                0.86072,                0.47997,                0.27449,                0.99176,             0.00068769,             0.00068769,             0.00068769
                    265,                0.50647,                0.35003,                 0.9706,                0.97707,                0.91685,                0.96551,                 0.8582,                0.48925,                0.31214,                0.99444,             0.00068486,             0.00068486,             0.00068486
                    266,                0.48888,                0.32135,                0.97629,                0.88114,                0.87145,                0.94853,                0.83992,                0.48655,                0.41393,                0.99009,             0.00068203,             0.00068203,             0.00068203
                    267,                0.49764,                0.34234,                0.97959,                0.97733,                0.95833,                0.98136,                0.89179,                0.45441,                0.26111,                0.96496,              0.0006792,              0.0006792,              0.0006792
                    268,                0.52405,                0.36582,                0.97811,                0.73052,                0.90029,                0.86315,                 0.7726,                 0.5086,                0.56647,                 1.0291,             0.00067637,             0.00067637,             0.00067637
                    269,                0.48454,                0.32174,                0.94729,                0.71087,                0.66613,                0.60838,                0.54536,                 0.7142,                 2.3127,                 1.1585,             0.00067354,             0.00067354,             0.00067354
                    270,                0.48375,                0.33264,                0.95935,                0.70113,                 0.5927,                0.55419,                0.49474,                 0.7804,                 2.9379,                 1.1801,             0.00067072,             0.00067072,             0.00067072
                    271,                0.49767,                0.31764,                0.98183,                0.72414,                0.74652,                0.66427,                 0.5931,                0.61583,                 1.5372,                  1.074,             0.00066789,             0.00066789,             0.00066789
                    272,                0.49009,                 0.3579,                0.96563,                0.96759,                0.89316,                0.94876,                0.84201,                0.47254,                0.30337,                0.96045,             0.00066506,             0.00066506,             0.00066506
                    273,                0.48015,                0.34377,                0.96663,                0.91044,                      1,                0.98336,                0.87947,                0.47429,                0.26766,                0.96777,             0.00066223,             0.00066223,             0.00066223
                    274,                0.49485,                0.34626,                0.97527,                 0.9681,                      1,                0.99341,                0.89882,                 0.4647,                0.25069,                  0.964,              0.0006594,              0.0006594,              0.0006594
                    275,                0.48749,                0.32613,                0.95811,                0.97182,                      1,                0.99421,                0.89348,                  0.468,                0.24281,                0.96682,             0.00065657,             0.00065657,             0.00065657
                    276,                0.51298,                0.34902,                 1.0048,                0.97124,                0.99883,                0.99421,                0.89153,                0.45305,                0.21884,                 0.9644,             0.00065374,             0.00065374,             0.00065374
                    277,                0.48645,                0.31771,                 0.9593,                0.97211,                0.99948,                0.99421,                0.89466,                0.45522,                0.22251,                0.96669,             0.00065091,             0.00065091,             0.00065091
                    278,                0.49326,                0.31769,                 0.9496,                0.97379,                      1,                0.99421,                0.89187,                0.45219,                0.22205,                0.96307,             0.00064808,             0.00064808,             0.00064808
                    279,                0.47015,                 0.3242,                0.97403,                0.97253,                0.99718,                  0.995,                0.90037,                0.45069,                 0.2264,                0.96052,             0.00064525,             0.00064525,             0.00064525
                    280,                0.48999,                0.33717,                0.96108,                 0.9715,                      1,                  0.995,                0.88336,                0.46706,                0.23286,                0.96724,             0.00064242,             0.00064242,             0.00064242
                    281,                0.46653,                0.31794,                0.96465,                0.98805,                      1,                  0.995,                0.89158,                0.45358,                0.21261,                 0.9609,             0.00063959,             0.00063959,             0.00063959
                    282,                0.47911,                 0.3462,                0.97288,                0.98971,                      1,                  0.995,                0.90076,                 0.4527,                 0.2015,                0.96249,             0.00063676,             0.00063676,             0.00063676
                    283,                0.47709,                0.31839,                0.96386,                0.98648,                      1,                  0.995,                0.89493,                0.45262,                 0.2121,                0.96039,             0.00063393,             0.00063393,             0.00063393
                    284,                 0.4625,                0.30793,                0.97457,                0.93837,                0.99395,                0.99056,                0.88375,                0.46541,                0.24407,                0.97154,              0.0006311,              0.0006311,              0.0006311
                    285,                0.46062,                0.30801,                0.96335,                0.93722,                0.99471,                0.98574,                0.88352,                0.46417,                0.24565,                0.96623,             0.00062827,             0.00062827,             0.00062827
                    286,                  0.475,                0.31767,                0.96928,                0.92499,                      1,                0.98544,                 0.8715,                0.46378,                0.23503,                0.95983,             0.00062544,             0.00062544,             0.00062544
                    287,                0.46827,                0.32384,                0.96848,                0.95551,                      1,                  0.995,                0.88748,                0.46349,                0.23086,                0.95968,             0.00062262,             0.00062262,             0.00062262
                    288,                0.47909,                0.33187,                0.96748,                 0.9694,                0.99868,                 0.9947,                0.88207,                0.46183,                0.23703,                0.95881,             0.00061979,             0.00061979,             0.00061979
                    289,                0.46607,                0.30353,                0.94222,                0.96336,                0.99746,                 0.9947,                0.88756,                0.45692,                0.23183,                0.96188,             0.00061696,             0.00061696,             0.00061696
                    290,                0.46852,                0.30351,                0.93171,                0.97096,                0.99897,                  0.995,                0.88777,                0.47042,                0.24953,                0.97252,             0.00061413,             0.00061413,             0.00061413
                    291,                0.48465,                0.31531,                0.96703,                 0.9735,                0.96194,                0.99383,                0.87544,                0.47656,                0.32181,                0.97709,              0.0006113,              0.0006113,              0.0006113
                    292,                0.47321,                0.29922,                0.95786,                0.96424,                0.88525,                0.97296,                0.85091,                0.51328,                0.56801,                 1.0062,             0.00060847,             0.00060847,             0.00060847
                    293,                0.49258,                0.33848,                0.97087,                0.97722,                 0.9059,                0.96896,                0.85783,                0.49014,                0.60934,                0.99131,             0.00060564,             0.00060564,             0.00060564
                    294,                0.47888,                0.31335,                0.95369,                0.97783,                0.90828,                 0.9798,                0.88006,                0.45745,                0.52609,                0.97617,             0.00060281,             0.00060281,             0.00060281
                    295,                0.51362,                0.33755,                0.97116,                0.97185,                 0.9596,                0.99061,                0.88711,                0.45428,                0.34855,                0.96926,             0.00059998,             0.00059998,             0.00059998
                    296,                0.46366,                0.28839,                0.96046,                0.96668,                0.97005,                  0.995,                0.88197,                0.47003,                 0.3146,                0.97248,             0.00059715,             0.00059715,             0.00059715
                    297,                0.47274,                0.31077,                0.95655,                0.97462,                0.98987,                  0.995,                0.88456,                0.48702,                0.27229,                0.98149,             0.00059432,             0.00059432,             0.00059432
                    298,                0.48659,                0.31421,                0.95706,                0.98684,                0.98682,                  0.995,                0.87431,                0.49772,                   0.25,                0.99085,             0.00059149,             0.00059149,             0.00059149
                    299,                0.50428,                0.33317,                0.99067,                0.99371,                 0.9924,                  0.995,                0.87958,                0.50239,                0.23733,                0.99662,             0.00058866,             0.00058866,             0.00058866
                    300,                 0.5035,                0.31881,                0.98495,                0.99517,                      1,                  0.995,                0.89639,                0.46888,                0.21698,                0.97814,             0.00058583,             0.00058583,             0.00058583
                    301,                0.47508,                0.31144,                0.97534,                0.99456,                      1,                  0.995,                0.89977,                0.45808,                0.21159,                0.96505,               0.000583,               0.000583,               0.000583
                    302,                0.47772,                0.30593,                0.94227,                0.99393,                      1,                  0.995,                0.90759,                0.46899,                0.21509,                 0.9683,             0.00058017,             0.00058017,             0.00058017
                    303,                0.49963,                0.31747,                0.96474,                0.99179,                      1,                  0.995,                0.89176,                0.48227,                0.22128,                0.98014,             0.00057734,             0.00057734,             0.00057734
                    304,                0.47141,                0.32382,                0.95095,                0.97886,                      1,                  0.995,                0.89016,                0.46775,                0.21208,                0.97704,             0.00057452,             0.00057452,             0.00057452
                    305,                0.47207,                0.31529,                0.95857,                0.98798,                0.95833,                0.99056,                  0.887,                 0.4656,                0.21073,                0.97462,             0.00057169,             0.00057169,             0.00057169
                    306,                0.44156,                0.30806,                0.96664,                0.98213,                0.97421,                  0.995,                0.89981,                0.46536,                0.22521,                 0.9748,             0.00056886,             0.00056886,             0.00056886
                    307,                0.48115,                0.31316,                0.96018,                0.95448,                 0.9843,                  0.995,                0.90425,                0.46427,                0.24872,                0.97246,             0.00056603,             0.00056603,             0.00056603
